"index","smiles","monomers","distribution","replicate_structure","smiles_polymer","mechanism"
"74","Brc1ccc(C=C)cc1","('C=Cc1ccc(Br)cc1',)","[]","0","Brc1ccc(C(C[Rn])C(C[Rn])c2ccc(Br)cc2)cc1","vinyl"
"75","Brc1ccc(C=C)cc1","('C=Cc1ccc(Br)cc1',)","[]","0","Brc1ccc(C([Rn])CCC([Rn])c2ccc(Br)cc2)cc1","vinyl"
"76","Brc1ccc(C=C)cc1","('C=Cc1ccc(Br)cc1',)","[]","0","Brc1ccc(C([Rn])CC(C[Rn])c2ccc(Br)cc2)cc1","vinyl"
"78","C=Cc1ccccn1","('C=Cc1ccccn1',)","[]","0","[Rn]CC(CC([Rn])c1ccccn1)c1ccccn1","vinyl"
"79","C=Cc1ccccn1","('C=Cc1ccccn1',)","[]","0","[Rn]CC(c1ccccn1)C(C[Rn])c1ccccn1","vinyl"
"80","C=Cc1ccccn1","('C=Cc1ccccn1',)","[]","0","[Rn]C(CCC([Rn])c1ccccn1)c1ccccn1","vinyl"
"81","C=Cc1ccccn1","('C=Cc1ccccn1',)","[]","0","[Rn]C(CC(C[Rn])c1ccccn1)c1ccccn1","vinyl"
"82","C=C(C)C(=O)OCCCC","('C=C(C)C(=O)OCCCC',)","[]","0","CCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCC","vinyl"
"83","C=C(C)C(=O)OCCCC","('C=C(C)C(=O)OCCCC',)","[]","0","CCCCOC(=O)C(C)(C[Rn])C(C)(C[Rn])C(=O)OCCCC","vinyl"
"84","C=C(C)C(=O)OCCCC","('C=C(C)C(=O)OCCCC',)","[]","0","CCCCOC(=O)C(C)([Rn])CCC(C)([Rn])C(=O)OCCCC","vinyl"
"85","C=C(C)C(=O)OCCCC","('C=C(C)C(=O)OCCCC',)","[]","0","CCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCC","vinyl"
"86","CCC=C(C)C(=O)OCCCCCCCC","('CCC=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])C(CC)C(C)(C(=O)OCCCCCCCC)C([Rn])CC","vinyl"
"87","CCC=C(C)C(=O)OCCCCCCCC","('CCC=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)(C([Rn])CC)C(C)(C(=O)OCCCCCCCC)C([Rn])CC","vinyl"
"88","CCC=C(C)C(=O)OCCCCCCCC","('CCC=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])C(CC)C(CC)C(C)([Rn])C(=O)OCCCCCCCC","vinyl"
"89","CCC=C(C)C(=O)OCCCCCCCC","('CCC=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])C(CC)C(C)(C(=O)OCCCCCCCC)C([Rn])CC","vinyl"
"90","CCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCC',)","[]","0","CCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCC","vinyl"
"91","CCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCC',)","[]","0","CCCCCCCOC(=O)C(C[Rn])C(C[Rn])C(=O)OCCCCCCC","vinyl"
"92","CCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCC',)","[]","0","CCCCCCCOC(=O)C([Rn])CCC([Rn])C(=O)OCCCCCCC","vinyl"
"93","CCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCC',)","[]","0","CCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCC","vinyl"
"94","CCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCC","vinyl"
"95","CCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C[Rn])C(C[Rn])C(=O)OCCCCCC","vinyl"
"96","CCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C([Rn])CCC([Rn])C(=O)OCCCCCC","vinyl"
"97","CCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCC","vinyl"
"98","C=C(C)C(=O)OCCCCCC","('C=C(C)C(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCCCC","vinyl"
"99","C=C(C)C(=O)OCCCCCC","('C=C(C)C(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C)(C[Rn])C(C)(C[Rn])C(=O)OCCCCCC","vinyl"
"100","C=C(C)C(=O)OCCCCCC","('C=C(C)C(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C)([Rn])CCC(C)([Rn])C(=O)OCCCCCC","vinyl"
"101","C=C(C)C(=O)OCCCCCC","('C=C(C)C(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCCCC","vinyl"
"102","CCCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCCC',)","[]","0","CCCCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCCCC","vinyl"
"103","CCCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCCC',)","[]","0","CCCCCCCCCOC(=O)C(C[Rn])C(C[Rn])C(=O)OCCCCCCCCC","vinyl"
"104","CCCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCCC',)","[]","0","CCCCCCCCCOC(=O)C([Rn])CCC([Rn])C(=O)OCCCCCCCCC","vinyl"
"105","CCCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCCC',)","[]","0","CCCCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCCCC","vinyl"
"106","CCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCCC","vinyl"
"107","CCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C[Rn])C(C[Rn])C(=O)OCCCCCCCC","vinyl"
"108","CCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C([Rn])CCC([Rn])C(=O)OCCCCCCCC","vinyl"
"109","CCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCCC","vinyl"
"110","C=C(C)C(=O)OCCCCCCCC","('C=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCCCCCC","vinyl"
"111","C=C(C)C(=O)OCCCCCCCC","('C=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)(C[Rn])C(C)(C[Rn])C(=O)OCCCCCCCC","vinyl"
"112","C=C(C)C(=O)OCCCCCCCC","('C=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])CCC(C)([Rn])C(=O)OCCCCCCCC","vinyl"
"113","C=C(C)C(=O)OCCCCCCCC","('C=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCCCCCC","vinyl"
"114","C=Cc2ccc1ccccc1c2","('C=Cc1ccc2ccccc2c1',)","[]","0","[Rn]CC(CC([Rn])c1ccc2ccccc2c1)c1ccc2ccccc2c1","vinyl"
"115","C=Cc2ccc1ccccc1c2","('C=Cc1ccc2ccccc2c1',)","[]","0","[Rn]CC(c1ccc2ccccc2c1)C(C[Rn])c1ccc2ccccc2c1","vinyl"
"116","C=Cc2ccc1ccccc1c2","('C=Cc1ccc2ccccc2c1',)","[]","0","[Rn]C(CCC([Rn])c1ccc2ccccc2c1)c1ccc2ccccc2c1","vinyl"
"117","C=Cc2ccc1ccccc1c2","('C=Cc1ccc2ccccc2c1',)","[]","0","[Rn]C(CC(C[Rn])c1ccc2ccccc2c1)c1ccc2ccccc2c1","vinyl"
"118","CCCOC(=O)C=C","('C=CC(=O)OCCC',)","[]","0","CCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCC","vinyl"
"119","CCCOC(=O)C=C","('C=CC(=O)OCCC',)","[]","0","CCCOC(=O)C(C[Rn])C(C[Rn])C(=O)OCCC","vinyl"
"120","CCCOC(=O)C=C","('C=CC(=O)OCCC',)","[]","0","CCCOC(=O)C([Rn])CCC([Rn])C(=O)OCCC","vinyl"
"121","CCCOC(=O)C=C","('C=CC(=O)OCCC',)","[]","0","CCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCC","vinyl"
"122","C=C(C)C(=O)OCCC","('C=C(C)C(=O)OCCC',)","[]","0","CCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCC","vinyl"
"123","C=C(C)C(=O)OCCC","('C=C(C)C(=O)OCCC',)","[]","0","CCCOC(=O)C(C)(C[Rn])C(C)(C[Rn])C(=O)OCCC","vinyl"
"124","C=C(C)C(=O)OCCC","('C=C(C)C(=O)OCCC',)","[]","0","CCCOC(=O)C(C)([Rn])CCC(C)([Rn])C(=O)OCCC","vinyl"
"125","C=C(C)C(=O)OCCC","('C=C(C)C(=O)OCCC',)","[]","0","CCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCC","vinyl"
"126","C=C(C)C(=O)OCC(C)(C)C","('C=C(C)C(=O)OCC(C)(C)C',)","[]","0","CC(C)(C)COC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCC(C)(C)C","vinyl"
"127","C=C(C)C(=O)OCC(C)(C)C","('C=C(C)C(=O)OCC(C)(C)C',)","[]","0","CC(C)(C)COC(=O)C(C)(C[Rn])C(C)(C[Rn])C(=O)OCC(C)(C)C","vinyl"
"128","C=C(C)C(=O)OCC(C)(C)C","('C=C(C)C(=O)OCC(C)(C)C',)","[]","0","CC(C)(C)COC(=O)C(C)([Rn])CCC(C)([Rn])C(=O)OCC(C)(C)C","vinyl"
"129","C=C(C)C(=O)OCC(C)(C)C","('C=C(C)C(=O)OCC(C)(C)C',)","[]","0","CC(C)(C)COC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCC(C)(C)C","vinyl"
"130","Clc1ccccc1C=C","('C=Cc1ccccc1Cl',)","[]","0","Clc1ccccc1C([Rn])CC(C[Rn])c1ccccc1Cl","vinyl"
"131","Clc1ccccc1C=C","('C=Cc1ccccc1Cl',)","[]","0","Clc1ccccc1C(C[Rn])C(C[Rn])c1ccccc1Cl","vinyl"
"132","Clc1ccccc1C=C","('C=Cc1ccccc1Cl',)","[]","0","Clc1ccccc1C([Rn])CCC([Rn])c1ccccc1Cl","vinyl"
"133","Clc1ccccc1C=C","('C=Cc1ccccc1Cl',)","[]","0","Clc1ccccc1C([Rn])CC(C[Rn])c1ccccc1Cl","vinyl"
"134","CCc1ccccc1C=C","('C=Cc1ccccc1CC',)","[]","0","CCc1ccccc1C([Rn])CC(C[Rn])c1ccccc1CC","vinyl"
"135","CCc1ccccc1C=C","('C=Cc1ccccc1CC',)","[]","0","CCc1ccccc1C(C[Rn])C(C[Rn])c1ccccc1CC","vinyl"
"136","CCc1ccccc1C=C","('C=Cc1ccccc1CC',)","[]","0","CCc1ccccc1C([Rn])CCC([Rn])c1ccccc1CC","vinyl"
"137","CCc1ccccc1C=C","('C=Cc1ccccc1CC',)","[]","0","CCc1ccccc1C([Rn])CC(C[Rn])c1ccccc1CC","vinyl"
"138","Fc1ccccc1C=C","('C=Cc1ccccc1F',)","[]","0","Fc1ccccc1C([Rn])CC(C[Rn])c1ccccc1F","vinyl"
"139","Fc1ccccc1C=C","('C=Cc1ccccc1F',)","[]","0","Fc1ccccc1C(C[Rn])C(C[Rn])c1ccccc1F","vinyl"
"140","Fc1ccccc1C=C","('C=Cc1ccccc1F',)","[]","0","Fc1ccccc1C([Rn])CCC([Rn])c1ccccc1F","vinyl"
"141","Fc1ccccc1C=C","('C=Cc1ccccc1F',)","[]","0","Fc1ccccc1C([Rn])CC(C[Rn])c1ccccc1F","vinyl"
"142","OCc1ccccc1C=C","('C=Cc1ccccc1CO',)","[]","0","OCc1ccccc1C([Rn])CC(C[Rn])c1ccccc1CO","vinyl"
